date,message
2022-11-17,носиться кривая скрин дурень писаный торба ... алексей петров смотреть красиво работать сеть появляться скриншот якобы аккаунт член команда сергей притула девушка якобы радоваться офис « єс » днепр прилететь русский мир каков реакция сторонник дать политический сила прочитать якобы написать курс подсказать помощница сергей притула ответ очевидный гнев шашка наголо… понестись victor tregubov немного заморочиться посмотреть скриншот выяснить иметь дело фотошоп поздно маховик запущен… верный вентилятор гудеть хер остановить разбрасывать говно нужный направление призадуматься трошка вспомнить активный вброс конец февраль начало март сие год помнить « срочно инф проверить киев сторона обухов ехать белый туарег номер такой-то машина кадыровца стрелять поражение » десять минута информация разнести телеграм канал ещё час машина подъехать блок-посту… понять мало порой вообще никто интересоваться вопрос « откуда появиться информация »
2022-11-17,⚡️гаагский суд постановить малазийский боинг сбить ракета зрк « бук » запустить сторона первомайский территория находиться контроль сепаратист суд счесть версия обвинение доказать скоро огласить приговор удар гражданский самолёт обвиняться игорь стрелков-гиркин сергей дубинский олег пулат леонид харченко ateobreaking
2022-11-16,
2022-11-16,слазить форест старлинк спать коробка спать интернет фронт отправить коробка давать коврик постелить ...
2022-11-16,кирилл данильченко война легко начать тяжело закончить просто красивый слово польша 20-й год чудо вислый воевать нона стоп 30-й лес беларусь `` восстать крестьянин '' герой ссср совместительство резать панов маеткать палить бегать корпус пограничный стража случиться освободительный поход ркк несмотря гарантия британия франция польша разбить красный предыдущий тяжёлый война закончиться долгий год прорасти лагерь принудительный лечение психиатрия стукач компартия миллион жертва прошлый век кроме нато `` дать пасасать '' нато `` сглотнуть '' бурлить лента прямо повеять небратский народ нюанс польша говорить испания норвегия нормальный страна избегать континентальный война последний сша дважды хоронить ребята девчата разборка старый европа нормальный страна хватить повоевать территория сша гражданский избегать пора давать `` пасасать '' мексика куба хотя мочь давно пора картель разобраться комитет защита революция иран обстрел лагерь сша ирак сулейманя хоронить порвать боян атаковать израиль судить одобрять дело стоить овчинка выделка украина деваться некуда оборонка заниматься год футбол деньга находиться 20 `` булат '' год находиться оборонный союз заключать понятно шутить кавун темнота знать россиянин ибо оставаться делать пошутить кавун заплыв вс рф херсон женщина марик потерять 4 ребёнок муж где-то фб война крайний мера работать вырыгиваться год десятилетие выбор оставаться прямой удар оборонный инфраструктура линия доставка помощь украина сша развернуть дополнительный батарея `` патриот '' жешуве ещё весна дополнительный бригада польша перекидывать испанец патрулировать воздушный пространство румыния немец защищать страна балтия варшава закупать сотня танк `` хаймарсовый '' сбить ракета `` патриот '' жешува 90 км время реакция подъём боевой станция запрос открытие огонь выше время подлёт ракета коровник граница вне зависимость карандаш с-300 обломок кр рф ответственность нести агрессор наведение ракета с-300 радиокомандный полуактивный мочь стартовать случайно перенацелиться воздух цель непрерывно облучать значит перехват что-то что-то выкатывать санкция рф закупать большой пво блокировать калининград помогать большой всу восстанавливать энергосистема продлевать пакет помощь миллион беженец ждать крылатый гусар сокрушаться кто-то `` сглотнуть '' помощь война ассортимент магазин тыл график выключение свет ситуация больница критерий прошлое полный ход участвовать просто рф воевать нато губа ток-шоу стоить россиянин помогать
2022-11-16,швеціть надасть україні військова гуманітарн допомочь 350 мільйоніть доларіть заявить прем'єр-міністр країнить ульф крістерссон `` цей пакет військової підтримка більший ніж усі вісім попередніха пакетіть разом узятихнуть '' сказать крістерссон пресконференції міністр оборонить швеції пасть йонсон повідомить що новый військова допомога включатима система протиповітряної оборонить боєприпасти зі складіть збройних сила країнить втім з міркуваня `` оперативної таємниці '' уряді швеції назвать як сама система ппо отримає киїть
2022-11-15,интересно польша замотивировать признать ракета кацапский всё-таки начаться чёрный жизнь полоса небрат
2022-11-15,`` ах прекрасный арестович ах самоирония `` говорить бывший коллега лайкать пост украинец дорасти правда алексей дорасти ткнуть нос что-то непробиваемый принцип понимать любой прогноз риск оно пиздить прекращать терять аудитория человек нравиться ссут глаз штоша значит действительно дорасти
2022-11-14,бутусов пиш що український журналіст заборонить знімати херсоні приїзд тудить зеленський і вонь виконали це розпорядженний свый час коли вчилася інституті журналістика розказувать `` четверот влад '' і що головний критерієм доцільності матеріал є суспілён благо суспілён благо власна совість професійный етик і редакційный політик ось чотири журналістський євангеліть які визначають абсолютно основа альфа і омега цьома переліка немає офіс президент з оп можуть пущать чи пущать українські змі місец епохальної події ні спробь буля і будуть завждать але пам'ятая чася коли журналість плювалить ці заборонить лазить вікно стрибали паркани повзлить пузі вірита запитать тані чорновол або хоч юлії мостової як зараз дружина полковник свої кращі чася гребувал карачки заповзти під рояль щоб підслухатить ексклюзивна нарад і жартуй якщый справді була заборона висвітленний херсон це ганьба але що ви підкориться це ганьба квадраті
2022-11-13,як казать бабуся ти дивить як гарно їло і скоро сдихнуть ... шановні і дуже депутать треба вже зараз щося робить з ций почвар
2022-11-13,фейсбук напомнить смешной телега скопировать сюда « таня специально раздражать старушечий манера » написать неравнодушный гражданин четь вспомниться четверть век назад старушка таня 19-ти год род шмонали мент общага №4 роза люксембург какой-то тотальный шмон наркота искать выходить подружка филфак домой двоечка вернуться мент стол сумка таня мент вынимать сумка предмет раскладывать столик половина учебник мягкий переплёт причём половина- смысл учебник психология порвать горизонталь помятый учебник порвать сильный спорить умный деньга победить никто деньга оказаться страница вываливаться подсохнуть веточка гинкго билобый расти биофак обдирать гербарий запрещать реликт. реликт « реликт » б порвать словарь психология показать значение слово « реликт » точно наркотик доказать мочь словарь рвать ... далёкий выниматься старый сосик сморщенный грустный обед доесть ухмыляться мент хм… её искала…думать спиздиля готовить план мести…надо же… опа торжественно обнаружить маленький аккуратно свёрнутый пакетик белый бумага внутри очевидный что-то мент предвкусительный разворачивать пакетик пакетике- труп мадагаскарский свистящий таракан мент брезгливый швырять пакетик стол смотреть неодобрительно таракан вобля…фигасе… жить мёртвый видеть что-ли спрашивать вам…. блядь вопить мент резко одёргивать рука видимость кактус наслать сумка кактус спасти филолог нести выпустить воля господи… .. пиздец….ич около последний вопрос кусок пенопласт скрипеть стекло блядь нерв действовать почему подружка никак коррелировать возраст врождённый дар
2022-11-13,оксана чорный руські піидти руські піидти заходить порожні село легко проїжджаєш повз пориті окоп посадка блокпость кожный перехресті облаштовані з ящикіть з піскома і габіоніть щетинаться бійниць добро замасковані капонірить вже порожні але ще зберігають слідить техніка росіянуть залишать позиції хоч і поспіхома але встигль забрать практично цінна немає ні буржуйка ні масксеть ні бк розглядаючи зариті бетонні дотить довгі звивисті лінії окопіть можный лихой з жахома уявлять наскілька складно буть б вибиватить оркіть з кожної посадка але вонь піидти самі бігнуть просто що отримали наказ але чома вонь отримали такий наказ це як коли бачиш роздерот тушить ведместь і почуваєшся безпеці поряд з усвідомлюючить що жорстокия величезние звір мертвие але потім приходить розумінний що цьий звір хтося убить хтося сильнінуть і страшнінуть ми ходить наступа тричі початок вересня батальйон втратить більша половини бійціть більша частина техніка практично всіха старший офіцеріть управлінний буть поранить чи вбить ті п'ять дніть забрать життить здоровый багатьохнуть моїха друзіть другия був початок жовтний цьий ми протрималисить майж тижні першой день стабпункт пройидти 39-300… двоє помереть прямо операційный столі… буть важко поранить лікарий мый медпункту… написать це пізніше… напевно… коли змозить це думати… і буть кожный батальйоні який йшов наступа знекровление батальйон змінювать наступние який встигнуть відновититься пара тижніть поповненний особовый склад злагодженний тренуванний знов бій це буть лихой питанний час коли ми вб'ємый їх усіха і вонь це розуміть наші артилеріть авіаціть хаймерси топороть єбашить цілодобовый рівняючить посадка посадка опорникнуть опорник руський питанний стоять лихой дать наказ відступа і збереготь хоч частина військ або покластить їх усіха землі як чи інакша їх буде немає жодний жестіть доброї волі жодный бажанний збереготь життить чи цивільнуть інфраструктура вонь прийидти вбиватить грабуватить наші будинк ґвалтуватить жінок дітея але отримали зуб вже тричі київщині під харковый і ось зараз херсонський напрямка йде вирішальна битва донбасі і від її результат залёжить майбутнє нашої країнить
2022-11-13,таки сильно измениться мало страшно стать мобильный компактный готовый очень редко встретить где-то тезис `` война '' `` пусть сын порошенка воевать '' ещё писать `` почему скидываться турникет броневик прекращать расслаблять власть делать работа `` дело машина купить фронт деньга сидеть власть чей-то сын муж. дело нужно выжить дело прилетать 120мма мина зеленский подоляк защитить экипаж несколько тонна бронь мощный движок прибор ночной видение 160к грн дорого очень дорого космос скопом посильно трёхсотый доехать госпиталь ситуация включать фара броневик msl shield 265000 евро дорого офигеть дорого посильно необходимо 10 член экипаж выжить попадание миномёт 10 семья нужно хоронить близкий 10 человек продолжить мочить запоребрик дорого война дикий пережиток прошлое миллион красивый гуманный правильный способ потратить деньга оставить выбор поэтому покупать прибор ночной видение броневик турникет винтовка смочь выжить победить экипаж броневик msl shield позывной venom живой благодаря благодаря 50ть 100 1000 гривна проклинать власть пересічный `` порохобот '' удвоить проклинать порох стоить ссать ебашим вчера херсон завтра украина тілька привата 24 5169 3305 2068 6400 іннуть банкіть 5375 4115 0177 8331 або переказ iban рахунок ua193052990000026002016226051 код єдрпоу/іпн 42992954 paypal переказ wingman2006 mac.com тип переказу family/friends
